itemId,title,condition,price,currency,category_id,listing_date,end_date,collection_date,url
mock_11116_0_1747807912_5429,Doll Pro 14 GB,For parts or not working,152.68,USD,11116,2025-05-05T14:11:52.852641,2025-06-01T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_0_1747807912_5429
mock_11116_1_1747807912_7052,Puzzle Mini 7 GB,Very Good,159.66,USD,11116,2025-05-13T14:11:52.852641,2025-05-25T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_1_1747807912_7052
mock_11116_2_1747807912_3258,Model Kit Pro 9 GB,Good,198.29,USD,11116,2025-05-02T14:11:52.852641,2025-06-08T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_2_1747807912_3258
mock_11116_3_1747807912_1379,Model Kit Mini 13 inch,Like New,43.53,USD,11116,2025-05-16T14:11:52.852641,2025-06-17T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_3_1747807912_1379
mock_11116_4_1747807912_8199,LEGO Ultra 13 TB,For parts or not working,173.41,USD,11116,2025-05-12T14:11:52.852641,2025-05-22T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_4_1747807912_8199
mock_11116_5_1747807912_9033,Model Kit Plus 15 ,For parts or not working,179.93,USD,11116,2025-05-17T14:11:52.852641,2025-06-08T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_5_1747807912_9033
mock_11116_6_1747807912_5616,LEGO Plus 8 inch,New,131.61,USD,11116,2025-04-21T14:11:52.852641,2025-06-05T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_6_1747807912_5616
mock_11116_7_1747807912_8349,LEGO Mini 12 inch,Like New,67.73,USD,11116,2025-04-22T14:11:52.852641,2025-06-10T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_7_1747807912_8349
mock_11116_8_1747807912_9402,Action Figure Max 14 ,For parts or not working,144.67,USD,11116,2025-05-08T14:11:52.852641,2025-06-04T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_8_1747807912_9402
mock_11116_9_1747807912_8094,LEGO Max 11 TB,Good,48.27,USD,11116,2025-05-03T14:11:52.852641,2025-06-15T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_9_1747807912_8094
mock_11116_10_1747807912_5684,Model Kit Mini 7 TB,For parts or not working,192.21,USD,11116,2025-05-03T14:11:52.852641,2025-06-04T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_10_1747807912_5684
mock_11116_11_1747807912_8031,RC Car Air 11 ,Like New,121.05,USD,11116,2025-05-15T14:11:52.852641,2025-06-18T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_11_1747807912_8031
mock_11116_12_1747807912_6360,Model Kit Max 14 ,For parts or not working,191.54,USD,11116,2025-05-05T14:11:52.852641,2025-06-04T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_12_1747807912_6360
mock_11116_13_1747807912_1871,LEGO Ultra 7 ,Very Good,61.44,USD,11116,2025-04-26T14:11:52.852641,2025-05-27T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_13_1747807912_1871
mock_11116_14_1747807912_5094,Doll Mini 5 ,Like New,29.09,USD,11116,2025-05-12T14:11:52.852641,2025-05-31T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_14_1747807912_5094
mock_11116_15_1747807912_2101,Board Game Max 14 TB,Like New,132.9,USD,11116,2025-05-08T14:11:52.852641,2025-05-30T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_15_1747807912_2101
mock_11116_16_1747807912_5906,Doll Ultra 7 TB,For parts or not working,149.68,USD,11116,2025-05-07T14:11:52.852641,2025-05-29T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_16_1747807912_5906
mock_11116_17_1747807912_9342,RC Car Standard 14 inch,For parts or not working,14.77,USD,11116,2025-05-01T14:11:52.852641,2025-06-03T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_17_1747807912_9342
mock_11116_18_1747807912_5847,Action Figure Mini 15 TB,Very Good,163.37,USD,11116,2025-05-02T14:11:52.852641,2025-06-17T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_18_1747807912_5847
mock_11116_19_1747807912_2667,LEGO Mini 12 ,Good,80.35,USD,11116,2025-05-15T14:11:52.852641,2025-06-12T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_19_1747807912_2667
mock_11116_20_1747807912_4092,Model Kit Mini 15 ,For parts or not working,102.03,USD,11116,2025-05-14T14:11:52.852641,2025-06-05T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_20_1747807912_4092
mock_11116_21_1747807912_9356,RC Car Air 13 ,Very Good,159.67,USD,11116,2025-05-15T14:11:52.852641,2025-06-20T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_21_1747807912_9356
mock_11116_22_1747807912_4554,LEGO Pro 15 GB,For parts or not working,86.12,USD,11116,2025-04-23T14:11:52.852641,2025-06-01T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_22_1747807912_4554
mock_11116_23_1747807912_6725,Action Figure Plus 12 TB,Very Good,33.01,USD,11116,2025-05-01T14:11:52.852641,2025-06-10T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_23_1747807912_6725
mock_11116_24_1747807912_9803,Doll Pro 5 ,Like New,160.38,USD,11116,2025-05-04T14:11:52.852641,2025-06-18T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_24_1747807912_9803
mock_11116_25_1747807912_3677,Model Kit Pro 12 GB,For parts or not working,101.69,USD,11116,2025-05-14T14:11:52.852641,2025-06-18T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_25_1747807912_3677
mock_11116_26_1747807912_5925,Action Figure Max 7 ,Good,142.58,USD,11116,2025-04-25T14:11:52.852641,2025-06-10T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_26_1747807912_5925
mock_11116_27_1747807912_2088,Model Kit Max 5 ,New,138.94,USD,11116,2025-04-28T14:11:52.852641,2025-06-02T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_27_1747807912_2088
mock_11116_28_1747807912_4793,Doll Max 9 ,Very Good,130.49,USD,11116,2025-05-20T14:11:52.852641,2025-05-29T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_28_1747807912_4793
mock_11116_29_1747807912_8284,Puzzle Standard 7 TB,Very Good,173.11,USD,11116,2025-04-23T14:11:52.852641,2025-06-03T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_29_1747807912_8284
mock_11116_30_1747807912_2216,LEGO Mini 7 GB,New,160.03,USD,11116,2025-04-25T14:11:52.852641,2025-05-29T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_30_1747807912_2216
mock_11116_31_1747807912_3446,RC Car Pro 9 inch,Acceptable,108.56,USD,11116,2025-04-29T14:11:52.852641,2025-05-24T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_31_1747807912_3446
mock_11116_32_1747807912_9068,Action Figure Max 15 TB,Acceptable,181.95,USD,11116,2025-05-16T14:11:52.852641,2025-05-23T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_32_1747807912_9068
mock_11116_33_1747807912_4273,Model Kit Plus 5 ,Very Good,160.42,USD,11116,2025-04-27T14:11:52.852641,2025-06-19T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_33_1747807912_4273
mock_11116_34_1747807912_1575,RC Car Max 10 ,New,10.49,USD,11116,2025-05-07T14:11:52.852641,2025-06-16T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_34_1747807912_1575
mock_11116_35_1747807912_5433,RC Car Ultra 8 inch,New,26.72,USD,11116,2025-05-14T14:11:52.852641,2025-06-05T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_35_1747807912_5433
mock_11116_36_1747807912_6344,Doll Ultra 6 GB,New,191.5,USD,11116,2025-05-01T14:11:52.852641,2025-05-27T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_36_1747807912_6344
mock_11116_37_1747807912_3827,Doll Max 12 TB,Good,129.45,USD,11116,2025-05-17T14:11:52.852641,2025-06-12T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_37_1747807912_3827
mock_11116_38_1747807912_2463,Model Kit Pro 5 inch,Good,166.62,USD,11116,2025-04-23T14:11:52.852641,2025-06-01T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_38_1747807912_2463
mock_11116_39_1747807912_9957,Doll Ultra 6 inch,For parts or not working,159.98,USD,11116,2025-04-30T14:11:52.852641,2025-06-20T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_39_1747807912_9957
mock_11116_40_1747807912_8997,RC Car Pro 13 ,Acceptable,27.07,USD,11116,2025-04-21T14:11:52.852641,2025-05-29T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_40_1747807912_8997
mock_11116_41_1747807912_6037,Model Kit Standard 7 GB,Good,170.82,USD,11116,2025-05-19T14:11:52.852641,2025-05-29T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_41_1747807912_6037
mock_11116_42_1747807912_9357,Doll Air 10 GB,Acceptable,180.36,USD,11116,2025-05-12T14:11:52.852641,2025-06-15T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_42_1747807912_9357
mock_11116_43_1747807912_7824,Action Figure Mini 14 ,New,27.14,USD,11116,2025-04-28T14:11:52.852641,2025-06-18T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_43_1747807912_7824
mock_11116_44_1747807912_8717,Model Kit Plus 11 ,New,91.33,USD,11116,2025-04-30T14:11:52.852641,2025-06-06T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_44_1747807912_8717
mock_11116_45_1747807912_1912,Puzzle Standard 12 ,Acceptable,33.05,USD,11116,2025-04-29T14:11:52.852641,2025-05-28T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_45_1747807912_1912
mock_11116_46_1747807912_3799,RC Car Pro 9 GB,Acceptable,103.13,USD,11116,2025-05-07T14:11:52.852641,2025-05-30T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_46_1747807912_3799
mock_11116_47_1747807912_8555,RC Car Plus 7 GB,Acceptable,59.17,USD,11116,2025-05-20T14:11:52.852641,2025-05-24T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_47_1747807912_8555
mock_11116_48_1747807912_2548,Model Kit Air 11 ,Very Good,109.95,USD,11116,2025-05-04T14:11:52.852641,2025-06-20T14:11:52.852641,2025-05-21T14:11:52.852641,https://example.com/item/mock_11116_48_1747807912_2548
