itemId,title,condition,price,currency,category_id,listing_date,end_date,collection_date,url,is_sold,sold_date
mock_261007_0_1747671122_4126,Digital Cameras Standard 15 inch,Good,72.74807450064722,USD,261007,2025-05-06T00:12:02.845912,2025-05-16T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_0_1747671122_4126,True,2025-05-16T00:12:02.845912
mock_261007_1_1747671122_5356,Digital Cameras Pro 14 GB,Good,335.48595578760376,USD,261007,2025-03-29T00:12:02.845912,2025-05-11T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_1_1747671122_5356,True,2025-05-11T00:12:02.845912
mock_261007_2_1747671122_4934,Digital Cameras Mini 7 TB,New,81.76740235004328,USD,261007,2025-03-30T00:12:02.845912,2025-05-12T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_2_1747671122_4934,True,2025-05-12T00:12:02.845912
mock_261007_3_1747671122_7002,Digital Cameras Max 8 inch,For parts or not working,221.0255515264764,USD,261007,2025-04-19T00:12:02.845912,2025-05-12T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_3_1747671122_7002,True,2025-05-12T00:12:02.845912
mock_261007_4_1747671122_7837,Digital Cameras Max 9 inch,Acceptable,126.3180421904837,USD,261007,2025-04-27T00:12:02.845912,2025-05-16T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_4_1747671122_7837,True,2025-05-16T00:12:02.845912
mock_261007_5_1747671122_2852,Digital Cameras Air 6 TB,For parts or not working,86.88482884841724,USD,261007,2025-04-25T00:12:02.845912,2025-05-16T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_5_1747671122_2852,True,2025-05-16T00:12:02.845912
mock_261007_6_1747671122_4699,Digital Cameras Ultra 9 GB,Acceptable,227.48137261991138,USD,261007,2025-04-01T00:12:02.845912,2025-05-12T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_6_1747671122_4699,True,2025-05-12T00:12:02.845912
mock_261007_7_1747671122_3439,Digital Cameras Standard 9 inch,Very Good,357.16906141207073,USD,261007,2025-04-17T00:12:02.845912,2025-05-11T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_7_1747671122_3439,True,2025-05-11T00:12:02.845912
mock_261007_8_1747671122_4934,Digital Cameras Air 8 GB,Like New,435.27790241651616,USD,261007,2025-05-08T00:12:02.845912,2025-05-14T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_8_1747671122_4934,True,2025-05-14T00:12:02.845912
mock_261007_9_1747671122_4330,Digital Cameras Max 13 GB,Acceptable,214.78844286399988,USD,261007,2025-03-31T00:12:02.845912,2025-05-16T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_9_1747671122_4330,True,2025-05-16T00:12:02.845912
mock_261007_10_1747671122_6172,Digital Cameras Standard 8 GB,Very Good,142.06057394662338,USD,261007,2025-05-10T00:12:02.845912,2025-05-14T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_10_1747671122_6172,True,2025-05-14T00:12:02.845912
mock_261007_11_1747671122_7553,Digital Cameras Max 6 inch,Good,310.65104004454975,USD,261007,2025-04-11T00:12:02.845912,2025-05-13T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_11_1747671122_7553,True,2025-05-13T00:12:02.845912
mock_261007_12_1747671122_6963,Digital Cameras Standard 15 ,Acceptable,364.1390953588792,USD,261007,2025-05-08T00:12:02.845912,2025-05-17T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_12_1747671122_6963,True,2025-05-17T00:12:02.845912
mock_261007_13_1747671122_9844,Digital Cameras Air 8 inch,Acceptable,374.4059577533697,USD,261007,2025-03-21T00:12:02.845912,2025-05-19T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_13_1747671122_9844,True,2025-05-19T00:12:02.845912
mock_261007_14_1747671122_4553,Digital Cameras Ultra 12 inch,Very Good,178.4967640300542,USD,261007,2025-05-09T00:12:02.845912,2025-05-15T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_14_1747671122_4553,True,2025-05-15T00:12:02.845912
mock_261007_15_1747671122_1826,Digital Cameras Air 12 GB,Like New,203.5699986337565,USD,261007,2025-03-21T00:12:02.845912,2025-05-10T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_15_1747671122_1826,True,2025-05-10T00:12:02.845912
mock_261007_16_1747671122_3260,Digital Cameras Pro 7 inch,Acceptable,145.034825869516,USD,261007,2025-04-20T00:12:02.845912,2025-05-10T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_16_1747671122_3260,True,2025-05-10T00:12:02.845912
mock_261007_17_1747671122_8311,Digital Cameras Plus 6 GB,Very Good,137.2844749764179,USD,261007,2025-03-26T00:12:02.845912,2025-05-17T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_17_1747671122_8311,True,2025-05-17T00:12:02.845912
mock_261007_18_1747671122_6819,Digital Cameras Mini 11 ,Acceptable,316.4117548893779,USD,261007,2025-04-11T00:12:02.845912,2025-05-10T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_18_1747671122_6819,True,2025-05-10T00:12:02.845912
mock_261007_19_1747671122_6853,Digital Cameras Pro 12 inch,New,300.4689454092127,USD,261007,2025-04-14T00:12:02.845912,2025-05-18T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_19_1747671122_6853,True,2025-05-18T00:12:02.845912
mock_261007_20_1747671122_2239,Digital Cameras Max 14 TB,New,75.43080428349289,USD,261007,2025-04-05T00:12:02.845912,2025-05-11T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_20_1747671122_2239,True,2025-05-11T00:12:02.845912
mock_261007_21_1747671122_6655,Digital Cameras Ultra 13 TB,New,215.56617809356942,USD,261007,2025-03-25T00:12:02.845912,2025-05-12T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_21_1747671122_6655,True,2025-05-12T00:12:02.845912
mock_261007_22_1747671122_2269,Digital Cameras Max 8 GB,Like New,219.68760517515818,USD,261007,2025-05-09T00:12:02.845912,2025-05-19T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_22_1747671122_2269,True,2025-05-19T00:12:02.845912
mock_261007_23_1747671122_3663,Digital Cameras Pro 8 TB,Very Good,194.79223932490734,USD,261007,2025-03-25T00:12:02.845912,2025-05-19T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_23_1747671122_3663,True,2025-05-19T00:12:02.845912
mock_261007_24_1747671122_1769,Digital Cameras Max 13 inch,Like New,195.0126961608082,USD,261007,2025-04-25T00:12:02.845912,2025-05-14T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_24_1747671122_1769,True,2025-05-14T00:12:02.845912
mock_261007_25_1747671122_5418,Digital Cameras Plus 12 inch,For parts or not working,387.9833990263356,USD,261007,2025-03-30T00:12:02.845912,2025-05-13T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_25_1747671122_5418,True,2025-05-13T00:12:02.845912
mock_261007_26_1747671122_7314,Digital Cameras Plus 10 GB,New,105.09202359272315,USD,261007,2025-04-01T00:12:02.845912,2025-05-11T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_26_1747671122_7314,True,2025-05-11T00:12:02.845912
mock_261007_27_1747671122_3134,Digital Cameras Pro 5 inch,Very Good,316.43301333795387,USD,261007,2025-04-20T00:12:02.845912,2025-05-13T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_27_1747671122_3134,True,2025-05-13T00:12:02.845912
mock_261007_28_1747671122_7247,Digital Cameras Mini 14 TB,Very Good,155.54228380825657,USD,261007,2025-04-13T00:12:02.845912,2025-05-12T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_28_1747671122_7247,True,2025-05-12T00:12:02.845912
mock_261007_29_1747671122_3711,Digital Cameras Mini 13 TB,Like New,338.25592356905963,USD,261007,2025-05-10T00:12:02.845912,2025-05-12T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_29_1747671122_3711,True,2025-05-12T00:12:02.845912
mock_261007_30_1747671122_6010,Digital Cameras Max 15 inch,For parts or not working,123.06773329874314,USD,261007,2025-05-02T00:12:02.845912,2025-05-11T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_30_1747671122_6010,True,2025-05-11T00:12:02.845912
mock_261007_31_1747671122_8327,Digital Cameras Mini 12 ,Like New,400.44187538795796,USD,261007,2025-04-11T00:12:02.845912,2025-05-10T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_31_1747671122_8327,True,2025-05-10T00:12:02.845912
mock_261007_32_1747671122_6405,Digital Cameras Plus 6 inch,For parts or not working,377.4267913762087,USD,261007,2025-04-12T00:12:02.845912,2025-05-18T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_32_1747671122_6405,True,2025-05-18T00:12:02.845912
mock_261007_33_1747671122_7221,Digital Cameras Max 15 inch,Good,109.76909452840879,USD,261007,2025-04-26T00:12:02.845912,2025-05-14T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_33_1747671122_7221,True,2025-05-14T00:12:02.845912
mock_261007_34_1747671122_8405,Digital Cameras Max 11 inch,Good,422.25266779732493,USD,261007,2025-04-07T00:12:02.845912,2025-05-18T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_34_1747671122_8405,True,2025-05-18T00:12:02.845912
mock_261007_35_1747671122_6093,Digital Cameras Pro 13 GB,Very Good,364.6338030532542,USD,261007,2025-04-22T00:12:02.845912,2025-05-18T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_35_1747671122_6093,True,2025-05-18T00:12:02.845912
mock_261007_36_1747671122_1498,Digital Cameras Pro 12 ,Good,343.79527096771767,USD,261007,2025-04-05T00:12:02.845912,2025-05-13T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_36_1747671122_1498,True,2025-05-13T00:12:02.845912
mock_261007_37_1747671122_3483,Digital Cameras Max 15 GB,Like New,378.68646482288074,USD,261007,2025-04-09T00:12:02.845912,2025-05-19T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_37_1747671122_3483,True,2025-05-19T00:12:02.845912
mock_261007_38_1747671122_7193,Digital Cameras Ultra 14 TB,Like New,281.5522760726147,USD,261007,2025-05-01T00:12:02.845912,2025-05-10T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_38_1747671122_7193,True,2025-05-10T00:12:02.845912
mock_261007_39_1747671122_9991,Digital Cameras Pro 14 ,Good,183.5896849435015,USD,261007,2025-04-08T00:12:02.845912,2025-05-13T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_39_1747671122_9991,True,2025-05-13T00:12:02.845912
mock_261007_40_1747671122_8553,Digital Cameras Max 7 GB,Very Good,233.9388491786859,USD,261007,2025-04-27T00:12:02.845912,2025-05-17T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_40_1747671122_8553,True,2025-05-17T00:12:02.845912
mock_261007_41_1747671122_8578,Digital Cameras Pro 5 ,Very Good,70.53175042716569,USD,261007,2025-04-01T00:12:02.845912,2025-05-17T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_41_1747671122_8578,True,2025-05-17T00:12:02.845912
mock_261007_42_1747671122_8103,Digital Cameras Mini 5 TB,Good,383.37200516246594,USD,261007,2025-04-17T00:12:02.845912,2025-05-12T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_42_1747671122_8103,True,2025-05-12T00:12:02.845912
mock_261007_43_1747671122_2432,Digital Cameras Ultra 6 TB,New,103.98619286089767,USD,261007,2025-04-16T00:12:02.845912,2025-05-10T00:12:02.845912,2025-05-20T00:12:02.845912,https://example.com/item/mock_261007_43_1747671122_2432,True,2025-05-10T00:12:02.845912
