itemId,title,condition,price,currency,category_id,listing_date,end_date,collection_date,url,is_sold,sold_date
mock_261007_0_1747632518_2676,Digital Cameras Mini 10 TB,For parts or not working,63.277781049671496,USD,261007,2025-04-16T13:28:38.509812,2025-05-15T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_0_1747632518_2676,True,2025-05-15T13:28:38.509812
mock_261007_1_1747632518_4094,Digital Cameras Max 10 GB,Very Good,389.14772748067855,USD,261007,2025-04-08T13:28:38.509812,2025-05-09T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_1_1747632518_4094,True,2025-05-09T13:28:38.509812
mock_261007_2_1747632518_1318,Digital Cameras Standard 6 ,New,365.56515099334445,USD,261007,2025-04-19T13:28:38.509812,2025-05-09T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_2_1747632518_1318,True,2025-05-09T13:28:38.509812
mock_261007_3_1747632518_2482,Digital Cameras Pro 9 GB,New,40.58845465015493,USD,261007,2025-05-04T13:28:38.509812,2025-05-14T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_3_1747632518_2482,True,2025-05-14T13:28:38.509812
mock_261007_4_1747632518_3788,Digital Cameras Max 12 TB,Very Good,422.2521040764741,USD,261007,2025-04-24T13:28:38.509812,2025-05-13T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_4_1747632518_3788,True,2025-05-13T13:28:38.509812
mock_261007_5_1747632518_4409,Digital Cameras Pro 12 GB,Good,318.2292215318532,USD,261007,2025-03-27T13:28:38.509812,2025-05-09T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_5_1747632518_4409,True,2025-05-09T13:28:38.509812
mock_261007_6_1747632518_8948,Digital Cameras Ultra 11 inch,Good,170.47890395154116,USD,261007,2025-04-11T13:28:38.509812,2025-05-11T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_6_1747632518_8948,True,2025-05-11T13:28:38.509812
mock_261007_7_1747632518_3051,Digital Cameras Ultra 15 ,New,243.94120251559482,USD,261007,2025-04-28T13:28:38.509812,2025-05-11T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_7_1747632518_3051,True,2025-05-11T13:28:38.509812
mock_261007_8_1747632518_2839,Digital Cameras Mini 5 TB,New,371.5613202454741,USD,261007,2025-04-25T13:28:38.509812,2025-05-12T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_8_1747632518_2839,True,2025-05-12T13:28:38.509812
mock_261007_9_1747632518_6110,Digital Cameras Ultra 8 GB,New,423.49891447427916,USD,261007,2025-04-08T13:28:38.509812,2025-05-09T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_9_1747632518_6110,True,2025-05-09T13:28:38.509812
mock_261007_10_1747632518_2746,Digital Cameras Plus 6 GB,For parts or not working,174.9583358595915,USD,261007,2025-03-23T13:28:38.509812,2025-05-10T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_10_1747632518_2746,True,2025-05-10T13:28:38.509812
mock_261007_11_1747632518_5163,Digital Cameras Max 7 GB,Like New,61.59768594691172,USD,261007,2025-04-28T13:28:38.509812,2025-05-18T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_11_1747632518_5163,True,2025-05-18T13:28:38.509812
mock_261007_12_1747632518_6056,Digital Cameras Air 9 ,Very Good,167.97281610128277,USD,261007,2025-04-12T13:28:38.509812,2025-05-14T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_12_1747632518_6056,True,2025-05-14T13:28:38.509812
mock_261007_13_1747632518_3156,Digital Cameras Standard 6 ,New,162.06357783357493,USD,261007,2025-03-25T13:28:38.509812,2025-05-10T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_13_1747632518_3156,True,2025-05-10T13:28:38.509812
mock_261007_14_1747632518_2266,Digital Cameras Standard 11 TB,Acceptable,143.8754620052913,USD,261007,2025-04-13T13:28:38.509812,2025-05-16T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_14_1747632518_2266,True,2025-05-16T13:28:38.509812
mock_261007_15_1747632518_6259,Digital Cameras Plus 10 GB,Very Good,105.74405038241134,USD,261007,2025-04-28T13:28:38.509812,2025-05-15T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_15_1747632518_6259,True,2025-05-15T13:28:38.509812
mock_261007_16_1747632518_4696,Digital Cameras Mini 11 GB,Very Good,379.5845643717925,USD,261007,2025-04-18T13:28:38.509812,2025-05-17T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_16_1747632518_4696,True,2025-05-17T13:28:38.509812
mock_261007_17_1747632518_4808,Digital Cameras Plus 9 ,Very Good,389.8370573411077,USD,261007,2025-03-24T13:28:38.509812,2025-05-10T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_17_1747632518_4808,True,2025-05-10T13:28:38.509812
mock_261007_18_1747632518_7720,Digital Cameras Mini 8 inch,Like New,191.09933419834545,USD,261007,2025-03-23T13:28:38.509812,2025-05-10T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_18_1747632518_7720,True,2025-05-10T13:28:38.509812
mock_261007_19_1747632518_5802,Digital Cameras Ultra 12 inch,Very Good,86.27175409271439,USD,261007,2025-04-23T13:28:38.509812,2025-05-12T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_19_1747632518_5802,True,2025-05-12T13:28:38.509812
mock_261007_20_1747632518_7641,Digital Cameras Max 12 inch,Good,124.64471128731162,USD,261007,2025-03-24T13:28:38.509812,2025-05-14T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_20_1747632518_7641,True,2025-05-14T13:28:38.509812
mock_261007_21_1747632518_2587,Digital Cameras Standard 12 GB,New,45.14413377670893,USD,261007,2025-04-08T13:28:38.509812,2025-05-16T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_21_1747632518_2587,True,2025-05-16T13:28:38.509812
mock_261007_22_1747632518_9803,Digital Cameras Standard 13 GB,Very Good,67.2608392592821,USD,261007,2025-04-28T13:28:38.509812,2025-05-12T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_22_1747632518_9803,True,2025-05-12T13:28:38.509812
mock_261007_23_1747632518_5212,Digital Cameras Ultra 7 inch,Acceptable,73.12968955661147,USD,261007,2025-04-21T13:28:38.509812,2025-05-15T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_23_1747632518_5212,True,2025-05-15T13:28:38.509812
mock_261007_24_1747632518_1978,Digital Cameras Pro 10 GB,Like New,129.29937784301643,USD,261007,2025-04-12T13:28:38.509812,2025-05-09T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_24_1747632518_1978,True,2025-05-09T13:28:38.509812
mock_261007_25_1747632518_5914,Digital Cameras Max 11 TB,Like New,400.2648930073751,USD,261007,2025-04-10T13:28:38.509812,2025-05-15T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_25_1747632518_5914,True,2025-05-15T13:28:38.509812
mock_261007_26_1747632518_4578,Digital Cameras Pro 12 TB,Good,155.92939605973064,USD,261007,2025-03-31T13:28:38.509812,2025-05-13T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_26_1747632518_4578,True,2025-05-13T13:28:38.509812
mock_261007_27_1747632518_2761,Digital Cameras Ultra 11 inch,New,71.7338912988281,USD,261007,2025-04-22T13:28:38.509812,2025-05-12T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_27_1747632518_2761,True,2025-05-12T13:28:38.509812
mock_261007_28_1747632518_4070,Digital Cameras Pro 5 ,Very Good,299.6488752134117,USD,261007,2025-04-24T13:28:38.509812,2025-05-11T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_28_1747632518_4070,True,2025-05-11T13:28:38.509812
mock_261007_29_1747632518_2739,Digital Cameras Mini 6 TB,New,127.73069389627499,USD,261007,2025-03-30T13:28:38.509812,2025-05-10T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_29_1747632518_2739,True,2025-05-10T13:28:38.509812
mock_261007_30_1747632518_4138,Digital Cameras Pro 6 ,Like New,413.4592477308067,USD,261007,2025-04-24T13:28:38.509812,2025-05-15T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_30_1747632518_4138,True,2025-05-15T13:28:38.509812
mock_261007_31_1747632518_9997,Digital Cameras Air 9 inch,Good,123.20210086496141,USD,261007,2025-04-01T13:28:38.509812,2025-05-13T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_31_1747632518_9997,True,2025-05-13T13:28:38.509812
mock_261007_32_1747632518_9058,Digital Cameras Plus 6 inch,For parts or not working,49.90969824673426,USD,261007,2025-04-23T13:28:38.509812,2025-05-10T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_32_1747632518_9058,True,2025-05-10T13:28:38.509812
mock_261007_33_1747632518_5369,Digital Cameras Max 8 ,Acceptable,278.6998776759696,USD,261007,2025-04-14T13:28:38.509812,2025-05-12T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_33_1747632518_5369,True,2025-05-12T13:28:38.509812
mock_261007_34_1747632518_2425,Digital Cameras Max 14 inch,Like New,117.93601845076427,USD,261007,2025-04-15T13:28:38.509812,2025-05-12T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_34_1747632518_2425,True,2025-05-12T13:28:38.509812
mock_261007_35_1747632518_2201,Digital Cameras Mini 12 ,Like New,83.8820890076141,USD,261007,2025-03-20T13:28:38.509812,2025-05-16T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_35_1747632518_2201,True,2025-05-16T13:28:38.509812
mock_261007_36_1747632518_4526,Digital Cameras Plus 8 ,New,246.97333166430047,USD,261007,2025-04-27T13:28:38.509812,2025-05-18T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_36_1747632518_4526,True,2025-05-18T13:28:38.509812
mock_261007_37_1747632518_1426,Digital Cameras Plus 13 GB,Acceptable,352.59335889030524,USD,261007,2025-04-22T13:28:38.509812,2025-05-10T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_37_1747632518_1426,True,2025-05-10T13:28:38.509812
mock_261007_38_1747632518_8871,Digital Cameras Plus 15 inch,Acceptable,121.36872318908802,USD,261007,2025-04-25T13:28:38.509812,2025-05-13T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_38_1747632518_8871,True,2025-05-13T13:28:38.509812
mock_261007_39_1747632518_4949,Digital Cameras Plus 7 GB,For parts or not working,121.86425834014582,USD,261007,2025-05-02T13:28:38.509812,2025-05-18T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_39_1747632518_4949,True,2025-05-18T13:28:38.509812
mock_261007_40_1747632518_3399,Digital Cameras Standard 5 TB,New,189.31091332129725,USD,261007,2025-03-31T13:28:38.509812,2025-05-17T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_40_1747632518_3399,True,2025-05-17T13:28:38.509812
mock_261007_41_1747632518_9782,Digital Cameras Standard 7 inch,New,280.38841107091383,USD,261007,2025-04-17T13:28:38.509812,2025-05-18T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_41_1747632518_9782,True,2025-05-18T13:28:38.509812
mock_261007_42_1747632518_2254,Digital Cameras Pro 5 inch,Good,218.28794495364932,USD,261007,2025-03-25T13:28:38.509812,2025-05-11T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_42_1747632518_2254,True,2025-05-11T13:28:38.509812
mock_261007_43_1747632518_3285,Digital Cameras Standard 6 TB,New,51.26641604612025,USD,261007,2025-03-23T13:28:38.509812,2025-05-10T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_43_1747632518_3285,True,2025-05-10T13:28:38.509812
mock_261007_44_1747632518_5776,Digital Cameras Ultra 13 TB,Very Good,371.2931113602812,USD,261007,2025-03-25T13:28:38.509812,2025-05-09T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_44_1747632518_5776,True,2025-05-09T13:28:38.509812
mock_261007_45_1747632518_1888,Digital Cameras Plus 9 TB,Good,329.07278040573215,USD,261007,2025-04-13T13:28:38.509812,2025-05-14T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_45_1747632518_1888,True,2025-05-14T13:28:38.509812
mock_261007_46_1747632518_4320,Digital Cameras Pro 5 inch,Good,431.7528169181351,USD,261007,2025-05-08T13:28:38.509812,2025-05-16T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_46_1747632518_4320,True,2025-05-16T13:28:38.509812
mock_261007_47_1747632518_9818,Digital Cameras Mini 6 inch,Very Good,409.86788446456694,USD,261007,2025-03-22T13:28:38.509812,2025-05-17T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_47_1747632518_9818,True,2025-05-17T13:28:38.509812
mock_261007_48_1747632518_2595,Digital Cameras Air 15 GB,For parts or not working,294.88621176104573,USD,261007,2025-04-01T13:28:38.509812,2025-05-16T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_48_1747632518_2595,True,2025-05-16T13:28:38.509812
mock_261007_49_1747632518_9545,Digital Cameras Max 8 TB,Good,155.97941516933088,USD,261007,2025-04-18T13:28:38.509812,2025-05-10T13:28:38.509812,2025-05-19T13:28:38.509812,https://example.com/item/mock_261007_49_1747632518_9545,True,2025-05-10T13:28:38.509812
