itemId,title,condition,price,currency,category_id,listing_date,end_date,collection_date,url
mock_11450_0_1747632027_5408,Wristwatch Max 14 TB,Like New,140.07,USD,11450,2025-04-25T13:20:27.993127,2025-06-01T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_0_1747632027_5408
mock_11450_1_1747632027_5238,Wristwatch Plus 11 TB,New,292.23,USD,11450,2025-05-06T13:20:27.993127,2025-06-15T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_1_1747632027_5238
mock_11450_2_1747632027_4018,Wristwatch Ultra 12 ,Like New,375.5,USD,11450,2025-05-08T13:20:27.993127,2025-06-18T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_2_1747632027_4018
mock_11450_3_1747632027_9991,Wristwatch Plus 10 ,New,93.32,USD,11450,2025-04-19T13:20:27.993127,2025-05-20T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_3_1747632027_9991
mock_11450_4_1747632027_7661,Wristwatch Max 5 inch,Good,428.73,USD,11450,2025-04-22T13:20:27.993127,2025-05-23T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_4_1747632027_7661
mock_11450_5_1747632027_1904,Wristwatch Ultra 5 ,Very Good,369.75,USD,11450,2025-04-28T13:20:27.993127,2025-06-15T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_5_1747632027_1904
mock_11450_6_1747632027_9016,Wristwatch Max 5 inch,New,248.32,USD,11450,2025-05-13T13:20:27.993127,2025-06-13T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_6_1747632027_9016
mock_11450_7_1747632027_1091,Wristwatch Air 12 inch,For parts or not working,131.71,USD,11450,2025-04-19T13:20:27.993127,2025-05-23T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_7_1747632027_1091
mock_11450_8_1747632027_5553,Wristwatch Pro 15 inch,Like New,327.83,USD,11450,2025-05-08T13:20:27.993127,2025-06-07T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_8_1747632027_5553
mock_11450_9_1747632027_6433,Wristwatch Max 14 ,For parts or not working,209.52,USD,11450,2025-05-04T13:20:27.993127,2025-06-04T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_9_1747632027_6433
mock_11450_10_1747632027_3001,Wristwatch Pro 10 TB,For parts or not working,120.3,USD,11450,2025-04-20T13:20:27.993127,2025-05-28T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_10_1747632027_3001
mock_11450_11_1747632027_6229,Wristwatch Standard 9 TB,Acceptable,374.98,USD,11450,2025-05-04T13:20:27.993127,2025-05-27T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_11_1747632027_6229
mock_11450_12_1747632027_6471,Wristwatch Standard 11 ,Very Good,408.91,USD,11450,2025-04-30T13:20:27.993127,2025-05-30T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_12_1747632027_6471
mock_11450_13_1747632027_2030,Wristwatch Standard 13 TB,Very Good,470.21,USD,11450,2025-05-01T13:20:27.993127,2025-05-25T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_13_1747632027_2030
mock_11450_14_1747632027_3032,Wristwatch Mini 6 ,New,447.57,USD,11450,2025-05-08T13:20:27.993127,2025-06-17T13:20:27.993127,2025-05-19T13:20:27.993127,https://example.com/item/mock_11450_14_1747632027_3032
