itemId,title,condition,price,currency,category_id,listing_date,end_date,collection_date,url
mock_9355_0_1747582598_7732,ThinkPad Mini 9 inch,Like New,1754.98,USD,9355,2025-04-27T23:36:38.467185,2025-05-26T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_0_1747582598_7732
mock_9355_1_1747582598_9846,Asus ZenBook Pro 13 GB,Good,1080.8,USD,9355,2025-05-03T23:36:38.467185,2025-05-23T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_1_1747582598_9846
mock_9355_2_1747582598_2972,Asus ZenBook Max 11 TB,Like New,933.68,USD,9355,2025-05-16T23:36:38.467185,2025-06-02T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_2_1747582598_2972
mock_9355_3_1747582598_9273,HP Spectre Air 8 inch,For parts or not working,1430.95,USD,9355,2025-05-09T23:36:38.467185,2025-06-01T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_3_1747582598_9273
mock_9355_4_1747582598_2084,ThinkPad Standard 11 inch,Acceptable,1475.35,USD,9355,2025-05-08T23:36:38.467185,2025-06-16T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_4_1747582598_2084
mock_9355_5_1747582598_9336,Asus ZenBook Air 8 TB,Acceptable,1291.73,USD,9355,2025-04-25T23:36:38.467185,2025-06-02T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_5_1747582598_9336
mock_9355_6_1747582598_2707,HP Spectre Air 10 inch,For parts or not working,725.56,USD,9355,2025-05-01T23:36:38.467185,2025-05-20T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_6_1747582598_2707
mock_9355_7_1747582598_2595,HP Spectre Max 6 inch,Like New,1317.35,USD,9355,2025-05-03T23:36:38.467185,2025-06-08T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_7_1747582598_2595
mock_9355_8_1747582598_2628,ThinkPad Air 15 TB,For parts or not working,309.59,USD,9355,2025-05-17T23:36:38.467185,2025-06-07T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_8_1747582598_2628
mock_9355_9_1747582598_1655,Laptop Plus 14 TB,Like New,363.68,USD,9355,2025-05-15T23:36:38.467185,2025-05-31T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_9_1747582598_1655
mock_9355_10_1747582598_2071,Notebook Max 13 ,For parts or not working,467.82,USD,9355,2025-05-13T23:36:38.467185,2025-06-02T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_10_1747582598_2071
mock_9355_11_1747582598_6975,ThinkPad Plus 8 GB,Good,1276.9,USD,9355,2025-05-04T23:36:38.467185,2025-05-25T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_11_1747582598_6975
mock_9355_12_1747582598_5035,Laptop Pro 5 TB,For parts or not working,498.85,USD,9355,2025-05-11T23:36:38.467185,2025-05-19T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_12_1747582598_5035
mock_9355_13_1747582598_6159,Notebook Ultra 10 GB,Acceptable,1483.04,USD,9355,2025-05-07T23:36:38.467185,2025-06-09T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_13_1747582598_6159
mock_9355_14_1747582598_4016,Dell XPS Ultra 14 inch,Acceptable,1456.5,USD,9355,2025-04-27T23:36:38.467185,2025-05-29T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_14_1747582598_4016
mock_9355_15_1747582598_9542,ThinkPad Pro 12 ,Good,773.57,USD,9355,2025-04-23T23:36:38.467185,2025-05-25T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_15_1747582598_9542
mock_9355_16_1747582598_7976,HP Spectre Pro 6 ,Very Good,589.88,USD,9355,2025-04-23T23:36:38.467185,2025-05-20T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_16_1747582598_7976
mock_9355_17_1747582598_9166,Dell XPS Plus 12 ,New,489.34,USD,9355,2025-04-23T23:36:38.467185,2025-06-10T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_17_1747582598_9166
mock_9355_18_1747582598_3873,Asus ZenBook Plus 11 TB,Like New,949.55,USD,9355,2025-04-22T23:36:38.467185,2025-06-03T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_18_1747582598_3873
mock_9355_19_1747582598_7873,MacBook Pro 8 TB,Good,1001.25,USD,9355,2025-04-24T23:36:38.467185,2025-05-29T23:36:38.467185,2025-05-18T23:36:38.467185,https://example.com/item/mock_9355_19_1747582598_7873
