itemId,title,condition,price,currency,category_id,listing_date,end_date,collection_date,url
mock_15032_0_1747585979_9104,Xiaomi Pro 5 ,For parts or not working,396.68,USD,15032,2025-04-24T00:32:59.729755,2025-05-21T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_0_1747585979_9104
mock_15032_1_1747585979_6792,Google Pixel Standard 7 TB,Like New,789.96,USD,15032,2025-05-14T00:32:59.729755,2025-06-15T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_1_1747585979_6792
mock_15032_2_1747585979_1023,iPhone Air 14 TB,Very Good,1087.68,USD,15032,2025-05-04T00:32:59.729755,2025-06-06T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_2_1747585979_1023
mock_15032_3_1747585979_6001,Google Pixel Air 12 TB,For parts or not working,1051.94,USD,15032,2025-05-01T00:32:59.729755,2025-06-06T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_3_1747585979_6001
mock_15032_4_1747585979_7388,Samsung Galaxy Ultra 9 TB,Like New,654.32,USD,15032,2025-05-07T00:32:59.729755,2025-06-05T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_4_1747585979_7388
mock_15032_5_1747585979_1855,Google Pixel Mini 8 ,Very Good,321.09,USD,15032,2025-05-09T00:32:59.729755,2025-05-20T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_5_1747585979_1855
mock_15032_6_1747585979_3985,Sony Xperia Air 7 inch,Acceptable,322.72,USD,15032,2025-05-01T00:32:59.729755,2025-06-10T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_6_1747585979_3985
mock_15032_7_1747585979_2842,OnePlus Max 10 inch,Very Good,409.73,USD,15032,2025-04-22T00:32:59.729755,2025-06-14T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_7_1747585979_2842
mock_15032_8_1747585979_1429,Xiaomi Ultra 15 GB,Very Good,1091.19,USD,15032,2025-05-01T00:32:59.729755,2025-06-09T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_8_1747585979_1429
mock_15032_9_1747585979_9484,OnePlus Standard 14 TB,Good,504.16,USD,15032,2025-05-18T00:32:59.729755,2025-05-27T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_9_1747585979_9484
mock_15032_10_1747585979_3198,Xiaomi Ultra 5 TB,For parts or not working,1044.7,USD,15032,2025-05-08T00:32:59.729755,2025-06-11T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_10_1747585979_3198
mock_15032_11_1747585979_5971,Xiaomi Ultra 7 GB,Good,977.1,USD,15032,2025-04-21T00:32:59.729755,2025-05-23T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_11_1747585979_5971
mock_15032_12_1747585979_1120,Huawei Plus 11 inch,For parts or not working,637.49,USD,15032,2025-05-06T00:32:59.729755,2025-05-30T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_12_1747585979_1120
mock_15032_13_1747585979_3997,OnePlus Plus 13 GB,New,910.47,USD,15032,2025-04-26T00:32:59.729755,2025-05-26T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_13_1747585979_3997
mock_15032_14_1747585979_8707,Samsung Galaxy Mini 9 TB,New,919.47,USD,15032,2025-05-13T00:32:59.729755,2025-05-25T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_14_1747585979_8707
mock_15032_15_1747585979_2264,Samsung Galaxy Ultra 8 ,For parts or not working,697.65,USD,15032,2025-05-14T00:32:59.729755,2025-06-07T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_15_1747585979_2264
mock_15032_16_1747585979_1312,OnePlus Pro 13 inch,New,1117.27,USD,15032,2025-05-14T00:32:59.729755,2025-06-13T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_16_1747585979_1312
mock_15032_17_1747585979_4708,OnePlus Mini 11 inch,Acceptable,991.11,USD,15032,2025-04-24T00:32:59.729755,2025-05-28T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_17_1747585979_4708
mock_15032_18_1747585979_6166,Samsung Galaxy Max 11 inch,New,534.64,USD,15032,2025-05-17T00:32:59.729755,2025-05-26T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_18_1747585979_6166
mock_15032_19_1747585979_5791,OnePlus Air 5 inch,Acceptable,518.47,USD,15032,2025-05-18T00:32:59.729755,2025-05-28T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_19_1747585979_5791
mock_15032_20_1747585979_1188,iPhone Mini 9 ,Very Good,966.13,USD,15032,2025-05-16T00:32:59.729755,2025-06-13T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_20_1747585979_1188
mock_15032_21_1747585979_4653,Google Pixel Pro 10 inch,Good,834.32,USD,15032,2025-05-13T00:32:59.729755,2025-06-05T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_21_1747585979_4653
mock_15032_22_1747585979_4055,Huawei Standard 10 TB,Acceptable,533.6,USD,15032,2025-05-06T00:32:59.729755,2025-05-20T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_22_1747585979_4055
mock_15032_23_1747585979_8415,Sony Xperia Air 15 GB,Very Good,592.96,USD,15032,2025-05-12T00:32:59.729755,2025-05-26T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_23_1747585979_8415
mock_15032_24_1747585979_1324,Xiaomi Air 12 GB,Very Good,402.48,USD,15032,2025-05-13T00:32:59.729755,2025-06-07T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_24_1747585979_1324
mock_15032_25_1747585979_2200,Huawei Max 13 inch,Very Good,1043.69,USD,15032,2025-05-06T00:32:59.729755,2025-06-11T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_25_1747585979_2200
mock_15032_26_1747585979_7939,iPhone Max 14 TB,Like New,668.28,USD,15032,2025-04-26T00:32:59.729755,2025-06-14T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_26_1747585979_7939
mock_15032_27_1747585979_1840,Sony Xperia Air 8 ,Very Good,284.17,USD,15032,2025-05-17T00:32:59.729755,2025-06-11T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_27_1747585979_1840
mock_15032_28_1747585979_5386,Xiaomi Max 7 GB,New,703.36,USD,15032,2025-05-07T00:32:59.729755,2025-06-13T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_28_1747585979_5386
mock_15032_29_1747585979_7506,Huawei Max 6 TB,Acceptable,1006.13,USD,15032,2025-04-21T00:32:59.729755,2025-06-15T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_29_1747585979_7506
mock_15032_30_1747585979_1528,Samsung Galaxy Pro 12 TB,New,395.35,USD,15032,2025-05-07T00:32:59.729755,2025-05-30T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_30_1747585979_1528
mock_15032_31_1747585979_3761,Xiaomi Mini 6 TB,Good,952.97,USD,15032,2025-05-15T00:32:59.729755,2025-06-10T00:32:59.729755,2025-05-19T00:32:59.729755,https://example.com/item/mock_15032_31_1747585979_3761
