itemId,title,condition,price,currency,category_id,listing_date,end_date,collection_date,url
mock_15724_0_1747807903_2179,Dress Ultra 12 GB,Like New,58.69,USD,15724,2025-04-28T14:11:43.869079,2025-05-29T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_0_1747807903_2179
mock_15724_1_1747807903_6031,Handbag Mini 13 inch,New,92.81,USD,15724,2025-05-09T14:11:43.869079,2025-06-03T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_1_1747807903_6031
mock_15724_2_1747807903_5137,Shoes Standard 7 TB,New,443.86,USD,15724,2025-05-06T14:11:43.869079,2025-06-19T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_2_1747807903_5137
mock_15724_3_1747807903_4328,Watch Ultra 7 inch,Good,223.06,USD,15724,2025-05-17T14:11:43.869079,2025-06-02T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_3_1747807903_4328
mock_15724_4_1747807903_5449,Sunglasses Air 8 TB,Very Good,120.48,USD,15724,2025-05-01T14:11:43.869079,2025-05-30T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_4_1747807903_5449
mock_15724_5_1747807903_2761,Shirt Mini 8 TB,For parts or not working,277.3,USD,15724,2025-04-24T14:11:43.869079,2025-06-13T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_5_1747807903_2761
mock_15724_6_1747807903_6808,Shoes Max 13 GB,Very Good,342.87,USD,15724,2025-04-24T14:11:43.869079,2025-05-28T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_6_1747807903_6808
mock_15724_7_1747807903_8903,Handbag Ultra 9 inch,New,26.52,USD,15724,2025-04-29T14:11:43.869079,2025-06-09T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_7_1747807903_8903
mock_15724_8_1747807903_2257,Handbag Air 9 TB,New,449.29,USD,15724,2025-05-05T14:11:43.869079,2025-06-15T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_8_1747807903_2257
mock_15724_9_1747807903_1859,Dress Ultra 10 ,For parts or not working,96.49,USD,15724,2025-05-17T14:11:43.869079,2025-05-31T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_9_1747807903_1859
mock_15724_10_1747807903_4543,Jacket Ultra 13 inch,Very Good,395.98,USD,15724,2025-05-05T14:11:43.869079,2025-05-24T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_10_1747807903_4543
mock_15724_11_1747807903_8297,Shoes Pro 13 inch,Very Good,88.89,USD,15724,2025-05-10T14:11:43.869079,2025-05-25T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_11_1747807903_8297
mock_15724_12_1747807903_7450,Sunglasses Ultra 6 GB,For parts or not working,43.02,USD,15724,2025-05-20T14:11:43.869079,2025-06-13T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_12_1747807903_7450
mock_15724_13_1747807903_7773,Shoes Standard 14 GB,Very Good,229.76,USD,15724,2025-05-09T14:11:43.869079,2025-06-06T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_13_1747807903_7773
mock_15724_14_1747807903_9697,Shoes Mini 8 GB,Very Good,445.71,USD,15724,2025-05-02T14:11:43.869079,2025-06-16T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_14_1747807903_9697
mock_15724_15_1747807903_2623,Shirt Air 6 inch,New,245.46,USD,15724,2025-05-11T14:11:43.869079,2025-06-03T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_15_1747807903_2623
mock_15724_16_1747807903_9347,Shoes Pro 14 GB,For parts or not working,118.93,USD,15724,2025-05-03T14:11:43.869079,2025-06-07T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_16_1747807903_9347
mock_15724_17_1747807903_8483,Handbag Standard 9 ,Acceptable,353.48,USD,15724,2025-05-16T14:11:43.869079,2025-06-17T14:11:43.869079,2025-05-21T14:11:43.869079,https://example.com/item/mock_15724_17_1747807903_8483
