itemId,title,condition,price,currency,category_id,listing_date,end_date,collection_date,url
mock_888_0_1747807949_3582,Tennis Racket Mini 6 ,For parts or not working,357.53,USD,888,2025-05-19T14:12:29.395984,2025-05-29T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_0_1747807949_3582
mock_888_1_1747807949_4723,Tennis Racket Ultra 11 inch,New,705.81,USD,888,2025-05-09T14:12:29.395984,2025-06-05T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_1_1747807949_4723
mock_888_2_1747807949_2553,Snowboard Max 5 inch,New,597.98,USD,888,2025-05-10T14:12:29.395984,2025-05-27T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_2_1747807949_2553
mock_888_3_1747807949_9430,Golf Clubs Pro 11 TB,Good,741.61,USD,888,2025-04-29T14:12:29.395984,2025-05-26T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_3_1747807949_9430
mock_888_4_1747807949_9789,Treadmill Standard 10 inch,Good,44.91,USD,888,2025-05-13T14:12:29.395984,2025-06-05T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_4_1747807949_9789
mock_888_5_1747807949_3011,Snowboard Pro 12 inch,Very Good,333.04,USD,888,2025-05-19T14:12:29.395984,2025-06-19T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_5_1747807949_3011
mock_888_6_1747807949_6938,Bicycle Ultra 10 TB,For parts or not working,748.88,USD,888,2025-05-09T14:12:29.395984,2025-06-12T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_6_1747807949_6938
mock_888_7_1747807949_8738,Fishing Rod Plus 11 GB,For parts or not working,302.09,USD,888,2025-04-29T14:12:29.395984,2025-06-20T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_7_1747807949_8738
mock_888_8_1747807949_6946,Tennis Racket Standard 10 GB,Good,361.53,USD,888,2025-04-28T14:12:29.395984,2025-06-04T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_8_1747807949_6946
mock_888_9_1747807949_8601,Golf Clubs Air 15 ,For parts or not working,779.56,USD,888,2025-04-28T14:12:29.395984,2025-06-17T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_9_1747807949_8601
mock_888_10_1747807949_8165,Golf Clubs Max 9 TB,Like New,714.89,USD,888,2025-05-19T14:12:29.395984,2025-06-08T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_10_1747807949_8165
mock_888_11_1747807949_1457,Tennis Racket Pro 13 TB,New,627.22,USD,888,2025-04-27T14:12:29.395984,2025-06-03T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_11_1747807949_1457
mock_888_12_1747807949_5626,Treadmill Max 10 TB,Like New,137.24,USD,888,2025-05-03T14:12:29.395984,2025-06-16T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_12_1747807949_5626
mock_888_13_1747807949_3814,Snowboard Ultra 5 GB,New,700.18,USD,888,2025-04-23T14:12:29.395984,2025-06-18T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_13_1747807949_3814
mock_888_14_1747807949_8656,Golf Clubs Ultra 10 inch,Like New,61.37,USD,888,2025-05-20T14:12:29.395984,2025-06-06T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_14_1747807949_8656
mock_888_15_1747807949_6778,Bicycle Plus 8 TB,For parts or not working,48.1,USD,888,2025-04-23T14:12:29.395984,2025-06-10T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_15_1747807949_6778
mock_888_16_1747807949_2938,Bicycle Mini 6 TB,Like New,134.3,USD,888,2025-05-15T14:12:29.395984,2025-05-24T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_16_1747807949_2938
mock_888_17_1747807949_8120,Golf Clubs Max 6 ,Very Good,463.68,USD,888,2025-05-13T14:12:29.395984,2025-05-25T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_17_1747807949_8120
mock_888_18_1747807949_5658,Fishing Rod Max 8 TB,For parts or not working,200.34,USD,888,2025-04-24T14:12:29.395984,2025-06-15T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_18_1747807949_5658
mock_888_19_1747807949_7463,Tennis Racket Plus 15 inch,Like New,257.2,USD,888,2025-05-14T14:12:29.395984,2025-06-14T14:12:29.395984,2025-05-21T14:12:29.395984,https://example.com/item/mock_888_19_1747807949_7463
